threshold,TP,FP,TN,FN,precision,recall,f1
28.6606761694825,1281,76,74828,74938,0.9439941046425939,0.01680683294191737,0.03302567804475611
29.673024081888695,1197,76,74828,75022,0.9402985074626866,0.01570474553589,0.03089351158829299
30.721129988617562,1091,76,74828,75128,0.9348757497857755,0.014314016190188798,0.028196314578864394
31.80625692794119,1008,76,74828,75211,0.9298892988929889,0.013225048872328423,0.026079194856603236
32.92971255097148,932,76,74828,75287,0.9246031746031746,0.012227922171636993,0.0241366361505691
34.09285069746811,868,76,74828,75351,0.9194915254237288,0.011388236528949474,0.022497829270505292
35.2970730273065,802,76,74828,75417,0.9134396355353075,0.01052231070992797,0.020804959985472847
36.54383070957254,745,76,74828,75474,0.9074299634591961,0.009774465684409398,0.019340602284527515
37.834626171319286,699,76,74828,75520,0.9019354838709678,0.009170941628727745,0.018157259007195364
39.171014908092566,641,76,74828,75578,0.8940027894002789,0.00840997651504218,0.01666320058230217
40.554607358408276,594,76,74828,75625,0.8865671641791045,0.007793332371193534,0.015450844724212827
41.9870708444391,551,76,74828,75668,0.8787878787878788,0.007229168580012857,0.014340369049787886
43.470131581250214,514,76,74828,75705,0.8711864406779661,0.006743725317834136,0.013383848246950226
45.005576757004974,486,76,74828,75733,0.8647686832740213,0.006376362849158346,0.012659381878329275
46.59525668664678,462,76,74828,75757,0.8587360594795539,0.0060614807331505266,0.01203799002045416
48.241087041653685,433,76,74828,75786,0.8506876227897839,0.005680998176307745,0.011286622875612554
49.9450511585514,410,76,74828,75809,0.8436213991769548,0.0053792361484669175,0.01069030702040284
51.70920242896755,393,76,74828,75826,0.837953091684435,0.005156194649628045,0.010249321927811392
53.53566677410724,372,76,74828,75847,0.8303571428571429,0.004880672798121204,0.009704305633453768
55.426645206631015,359,76,74828,75860,0.825287356321839,0.004710111651950301,0.00936676494377332
57.38441648302393,330,76,74828,75889,0.812807881773399,0.004329629095107519,0.008613376835236542
59.41133984965034,318,76,74828,75901,0.8071065989847716,0.0041721880371036095,0.00830146319815175
61.50985788580498,290,76,74828,75929,0.7923497267759563,0.00380482556842782,0.007573284585754391
63.68249944718587,247,76,74828,75972,0.7647058823529411,0.003240661777247143,0.006453972982153589
65.93188271333541,240,76,74828,75979,0.759493670886076,0.003148821160078196,0.006271640425948913
68.26071834272385,233,76,74828,75986,0.7540453074433657,0.0030569805429092483,0.006089274513903408
70.67181273927491,229,76,74828,75990,0.7508196721311475,0.0030045001902412783,0.005985050441691495
73.16807143427191,223,76,74828,75996,0.745819397993311,0.0029257796612393236,0.005828693902088398
75.75250258771912,216,76,74828,76003,0.7397260273972602,0.002833939044070376,0.005646246944883741
78.42822061337681,208,76,74828,76011,0.7323943661971831,0.0027289783387344363,0.005437695253780898
81.19844993184009,203,76,74828,76016,0.7275985663082437,0.0026633778978994737,0.005307328296164605
84.06652885618325,199,76,74828,76020,0.7236363636363636,0.002610897545231504,0.005203022459277853
87.03591361485157,188,0,74904,76031,1.0,0.002466576575394587,0.004921015090240424
90.11018251665018,184,0,74904,76035,1.0,0.002414096222726617,0.0048165647945761295
93.29304026284687,178,0,74904,76041,1.0,0.0023353756937246617,0.0046598688430173965
96.58832241158699,175,0,74904,76044,1.0,0.0022960154292236846,0.004581511637039558
100.0,173,0,74904,76046,1.0,0.0022697752528896996,0.004529270080636716
